,unnamed: 0,case_number,date,date_revised,season,year,case,type,country,country_revised,continent,area,location,activity,name,sex,age,injury,fatal,time,species ,investigator or source,href_formula,objectid,location_georeferenced_lon,location_georeferenced_lat,location_georeferenced_result,country_captalized,month,season_code
66,66,2017.01.03,3-Jan-17,1/3/17,winter,2017,1,Invalid,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Merimbula,Wading,Mitchell Collins,male,20,Minor injuries to foot & toes,unknown,18h00,Shark involvement not confirmed,"Illawarra Mercury, 1/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.03-Collins.pdf,m_67,149.90606,-36.88813,matched,Australia,1,1
67,67,2016.12.27,27-Dec-16,12/27/16,winter,2016,1,Unprovoked,USA,USA,North America,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,Zack Davis,male,16,Lacerations to right forearm,non-fatal,17h00,unknown,"TCPalm, 12/28/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.27-Davis.pdf,m_68,-80.47210127,27.37727292,matched,USA,1,1
68,68,2016.12.24,24-Dec-16,12/24/16,winter,2016,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,female,female,unknown,Buttock bitten,non-fatal,Morning,a small shark,"Perth Now, 12/28/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.24-Ningaloo.pdf,m_69,113.6795,-22.56319,matched,Australia,1,1
69,69,2016.12.19,19-Dec-16,12/19/16,winter,2016,1,Unprovoked,SOUTH AFRICA,SOUTH AFRICA,Africa,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surf skiing ,Ben Swart,male,55,"No injury, but ski severely damaged",non-fatal,07h00,"White shark, 4 m","The Citizen, 12/19/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.19-Swart.pdf,m_70,23.37224,-34.05532,matched,South Africa,1,1
70,70,2016.12.14,14-Dec-16,12/14/16,winter,2016,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Western Australia,Trigg Beach,Free diving,Tim Roberts,male,61,Punctures to left foot/ankle,non-fatal,09h30,unknown,"Perth Now, 12/15/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.14-Roberts.pdf,m_71,115.8198901,-32.07518996,matched,Australia,1,1
71,71,2016.12.11.b,11-Dec-16,12/11/16,winter,2016,1,Unprovoked,FRENCH POLYNESIA,FRENCH POLYNESIA,Oceania,Tuamotos,Takapoto Atoll,Fishing,male,male,40s,Hand injured?,non-fatal,unknown,unknown,"Tahiti Info, 12/12/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.11.b-Takapoto.pdf,m_72,-145.2,-14.63333,matched,French Polynesia,1,1
72,72,2016.12.11.a,11-Dec-16,12/11/16,winter,2016,1,Invalid,USA,USA,North America,Florida,"New Smyrna Beach, Volusia County",Surfing,Shane Garthwait,male,19,Cuts to right ankle & foot,unknown,Afternoon,Shark involvement not confirmed,"News Journal, 12/15/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.11.a-Garthwait.pdf,m_73,-80.92303,29.02716,matched,USA,1,1
73,73,2016.12.06,6-Dec-16,12/6/16,winter,2016,1,Provoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Merimbula,Surf fishing,Jesse Phillips,male,20,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,non-fatal,02h00,"Wobbegong shark, 2m",Bay 93.9 Geelong,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.06-Phillips.pdf,m_74,149.90606,-36.88813,matched,Australia,1,1
74,74,2016.12.01,1-Dec-16,12/1/16,winter,2016,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Booti Booti National Park,Surfing,Colin Rowland,male,65,Injuries to foot & arm,non-fatal,09h00,White shark,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.01-Rowland.pdf,m_75,152.50727,-32.24824,matched,Australia,1,1
75,75,2016.11.28,28-Nov-16,11/28/16,winter,2016,1,Provoked,AUSTRALIA,AUSTRALIA,Oceania,Victoria,Queenscliff,Fishing,Rod McFarlane,male,73,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,non-fatal,11h00,"Broadnose sevengill shark, 1.5 m","ABC News, 11/28/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.11.28-Fisherman.pdf,m_76,144.66122,-38.2673,matched,Australia,1,1
76,76,2016.11.14,14-Nov-16,11/14/16,winter,2016,1,Unprovoked,USA,USA,North America,Hawaii,"Kamaole Beach Park I, Maui",Floating,Barbara Zawacki,female,58,Injuries to right calf and thigh,non-fatal,10h30,Tiger shark,"Maui News, 11/14/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.11.14-Zawacki.pdf,m_77,-156.44701,20.72029,matched,USA,1,1
77,77,2016.10.30,30-Oct-16,10/30/16,winter,2016,1,Unprovoked,USA,USA,North America,Florida,"Mayport Naval Station Beach, Duval County",Surfing,Daniel Adams,male,41,Lacerations to right foot and ankle,non-fatal,Afternoon,unknown,"First Coast News, 10/31/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.30-Adams.pdf,m_78,-81.67196611,30.33107429,matched,USA,1,1
78,78,2016.10.29,29-Oct-16,10/29/16,winter,2016,1,Unprovoked,USA,USA,North America,Florida,Mayport Naval Station  Duval County,Surfing,Derrick Shoup,male,42,Lacerations to right hand,non-fatal,Afternoon,unknown,"First Coast News, 10/31/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.29-Shoup.pdf,m_79,-81.41021,30.37682,matched,USA,1,1
79,79,2016.10.24,24-Oct-16,10/24/16,winter,2016,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Broken Head Beach,Surfing,Jade Fitzpatrick,male,36,Lacerations to left thigh,non-fatal,07h30,unknown,"Daily Mail, 10/24/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.24-Fitzpatrick.pdf,m_80,153.599659,-28.69818551,matched,Australia,1,1
80,80,2016.10.21,21-Oct-16,10/21/16,winter,2016,1,Unprovoked,USA,USA,North America,Hawaii,"Hooipa Beach Park, Maui",Surfing,Federico Jaime,male,36,Left arm and leg injured,non-fatal,17h00,6' to 8' shark,"Surfline, 10/23/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.21-Hookipa.pdf,m_81,-156.36056,20.93667,matched,USA,1,1
81,81,2016.10.15,15-Oct-16,10/15/16,winter,2016,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,"Kings Beach, Caloundra",Surfing,Cooper Hallam,male,unknown,Torso nipped,non-fatal,18h00,unknown,"Daily Mail, 10/16/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.15-Hallam.pdf,m_82,153.1421,-26.80078,matched,Australia,1,1
82,82,2016.10.14,14-Oct-16,10/14/16,winter,2016,1,Unprovoked,USA,USA,North America,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,female,female,66,Injuries to left calf,non-fatal,09h50,unknown,Maui News,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.14-Maui.pdf,m_83,-157.9436319,21.43954258,matched,USA,1,1
83,83,2016.10.13.R,13-Oct-16,10/13/16,winter,2016,1,Invalid,MEXICO,MEXICO,North America,unknown,Guadalupe Island,Cage Diving,Ming Chan,male,unknown,"Shark breached cage, no injury to diver",unknown,unknown,White shark,YouTube,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.13.R-Breach.pdf,m_84,-100.16282,25.69333,matched,Mexico,1,1
84,84,2016.10.12,12-Oct-16,10/12/16,winter,2016,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Sharpes Beach, Ballina",Surfing,Seneca Rus,male,25,Minor wound to lower right leg & surfboard bitten,non-fatal,10h30,unknown,"Courier Mail, 10/12/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.12-SenecaRus.pdf,m_85,153.60451,-28.83321,matched,Australia,1,1
85,85,2016.10.10,10-Oct-16,10/10/16,winter,2016,1,Unprovoked,USA,USA,North America,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,Joseph Tanner,male,29,Wounds to upper thigh and lower leg,non-fatal,16h00,unknown,"UP Beacon, 10/12/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.10-Tanner.pdf,m_86,-123.6577572,45.98972508,matched,USA,1,1
86,86,2016.10.02,2-Oct-16,10/2/16,winter,2016,1,Unprovoked,USA,USA,North America,Florida,"New Smyrna Beach, Volusia County",Surfing,male,male,21,Cuts to dorsal surface of left foot,non-fatal,11h30,unknown,"Orlando Sentinel, 10/2/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.02-NSB.pdf,m_87,-80.92303,29.02716,matched,USA,1,1
87,87,2016.10.01,1-Oct-16,10/1/16,winter,2016,1,Unprovoked,USA,USA,North America,Florida,"New Smyrna Beach, Volusia County",Surfng,male,male,32,Minor injuries,non-fatal,17h30,unknown,"Orlando Sentinel, 10/2/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.01-NSB.pdf,m_88,-80.92303,29.02716,matched,USA,1,1
88,88,2016.09.26,26-Sep-16,9/26/16,fall,2016,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Lighthouse Beach, Ballina",Surfing,Cooper Allen,male,17,4 deep lacerations to thigh,non-fatal,9h00,"White shark, 3.5 m","ABC.net.au, 09/26/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.26-Allen.pdf,m_89,150.6751706,-35.04195183,matched,Australia,9,4
89,89,2016.09.18.c,18-Sep-16,9/18/16,fall,2016,1,Unprovoked,USA,USA,North America,Florida,"New Smyrna Beach, Volusia County",Surfing,male,male,16,Minor injury to thigh,non-fatal,13h00,unknown,"Orlando Sentinel, 9/19/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.c-NSB.pdf,m_90,-80.92303,29.02716,matched,USA,9,4
90,90,2016.09.18.b,18-Sep-16,9/18/16,fall,2016,1,Unprovoked,USA,USA,North America,Florida,"New Smyrna Beach, Volusia County",Surfing,Chucky Luciano,male,36,Lacerations to hands,non-fatal,11h00,unknown,"Orlando Sentinel, 9/19/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.b-Luciano.pdf,m_91,-80.92303,29.02716,matched,USA,9,4
91,91,2016.09.18.a,18-Sep-16,9/18/16,fall,2016,1,Unprovoked,USA,USA,North America,Florida,"New Smyrna Beach, Volusia County",Surfing,male,male,43,Lacerations to lower leg,non-fatal,10h43,unknown,"Orlando Sentinel, 9/19/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.a-NSB.pdf,m_92,-80.92303,29.02716,matched,USA,9,4
92,92,2016.09.17.b,17-Sep-16,9/17/16,fall,2016,1,Unprovoked,USA,USA,North America,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,Yuma,male,43,"No injury, board bitten",non-fatal,After noon,unknown,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.17.b-Yuma.pdf,m_93,-124.16259,40.80327,matched,USA,9,4
93,93,2016.09.17.a,17-Sep-16,9/17/16,fall,2016,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Victoria,Thirteenth Beach,Surfing,Rory Angiolella,male,unknown,Struck by fin on chest & leg,non-fatal,unknown,unknown,"The Age, 9/18/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.17.a-Angiolella.pdf,m_94,144.48893,-38.28829,matched,Australia,9,4
94,94,2016.09.15,16-Sep-16,9/16/16,fall,2016,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Victoria,Bells Beach,Surfing,male,male,unknown,No injury: Knocked off board by shark,non-fatal,unknown,2 m shark,"The Age, 9/16/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.16-BellsBeach.pdf,m_95,144.25359,-38.36949,matched,Australia,9,4
95,95,2016.09.15.R,15-Sep-16,9/15/16,fall,2016,1,Boating,AUSTRALIA,AUSTRALIA,Oceania,Western Australia,Bunbury,Fishing,Occupant: Ben Stratton,unknown,unknown,Shark rammed boat. No injury to occupant,non-fatal,unknown,unknown,"West Australian, 9/15/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.15.R-boat.pdf,m_96,115.63691,-33.32166,matched,Australia,9,4
96,96,2016.09.11,11-Sep-16,9/11/16,fall,2016,1,Unprovoked,USA,USA,North America,Florida,"Ponte Vedra, St. Johns County",Wading,male,male,60s,Minor injury to arm,non-fatal,15h15,3' to 4' shark,"News4Jax, 9/11/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.11-PonteVedra.pdf,m_97,-81.38598,30.22496,matched,USA,9,4
97,97,2016.09.07,7-Sep-16,9/7/16,fall,2016,1,Unprovoked,USA,USA,North America,Hawaii,"Makaha, Oahu",Swimming,Lulu Bagnol,female,51,Severe lacerations to shoulder & forearm,non-fatal,14h30,"Tiger shark, 10'","Hawaii News Now, 9/7/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.07-Bagnol.pdf,m_98,-158.2175,21.46944,matched,USA,9,4
98,98,2016.09.05.b,5-Sep-16,9/5/16,fall,2016,1,Unprovoked,USA,USA,North America,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,Rylie Williams,female,12,Lacerations & punctures to lower right leg,non-fatal,Late afternoon,unknown,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.05.b-Williams.pdf,m_99,-78.911006,33.672563,matched,USA,9,4
99,99,2016.09.05.a,5-Sep-16,9/5/16,fall,2016,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,Western Australia,Injidup ,Surfing,Fraser Penman,male,unknown,"No inury, board broken in half by shark",non-fatal,Late afternoon,unknown,"Perth Now, 9/5/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.05.a-Penman.pdf,m_100,115.7295142,-31.69365949,matched,Australia,9,4
100,100,2016.09.04,4-Sep-16,9/4/16,fall,2016,1,Unprovoked,USA,USA,North America,Florida,"New Smyrna Beach, Volusia County",Body boarding,Austin Moore,male,9,Foot bitten,non-fatal,unknown,unknown,"Orlando Sentinel, 9/7/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.04-Moore.pdf,m_101,-80.92303,29.02716,matched,USA,9,4
101,101,2016.09.01,1-Sep-16,9/1/16,fall,2016,1,Unprovoked,USA,USA,North America,California,"Refugio State Beach, Santa Barbara County",Spearfishing,Tyler McQuillen ,male,22,Two toes broken & lacerated,non-fatal,unknown,"White shark, 8' to 10'","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.01-McQuillen.pdf,m_102,-120.0170701,34.67321546,matched,USA,9,4
102,102,2016.09.00,16-Sep,9/16/16,fall,2016,1,Invalid,MEXICO,MEXICO,North America,unknown,Guadalupe Island,Cage Diving,unknown,unknown,unknown,"No injury to divers, white shark breached cage",unknown,unknown,Invalid,K. Yonker,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.00-Breach.pdf,m_103,-100.16282,25.69333,matched,Mexico,9,4
103,103,2016.08.29.b,29-Aug-16,8/29/16,summer,2016,1,Unprovoked,USA,USA,North America,Florida,"New Smyrna Beach, Volusia County",Surfing,Sam Cumiskey ,male,25,Lacerations to right foot,non-fatal,15h00,"Bull shark, 6'","News Channel 8, 8/30/16",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.29.b-Cumiskey.pdf,m_104,-80.92303,29.02716,matched,USA,8,3
104,104,2016.08.29.a,29-Aug-16,8/29/16,summer,2016,1,Unprovoked,USA,USA,North America,Florida,"New Smyrna Beach, Volusia County",Surfing,male,male,37,Minor injury to ankle,non-fatal,14h00,unknown,"News Channel 8, 8/30/16",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.29.a-NSB.pdf,m_105,-80.92303,29.02716,matched,USA,8,3
105,105,2016.08.27,27-Aug-16,8/27/16,summer,2016,1,Unprovoked,REUNION,RŽunion,Africa,unknown,Boucan Canot,Surfing,Laurent Chardard ,male,20,"Right arm severed, ankle severely bitten ",non-fatal,17h00,"Bull shark, 3.5 m","LaDepeche, 8/29/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.27-Chardard.pdf,m_106,55.22691,-21.0303,matched,RŽunion,8,3
106,106,2016.08.25,25-Aug-16,8/25/16,summer,2016,1,Unprovoked,USA,USA,North America,Florida,"Ponte Vedra, St. Johns County",Wading,David Cassetty,male,49,Minor injury to ankle,non-fatal,16h00,unknown,"First Coast News, 7/25/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.25-Cassetty.pdf,m_107,-81.38598,30.22496,matched,USA,8,3
107,107,2016.08.07,7-Aug-16,8/7/16,summer,2016,1,Unprovoked,BAHAMAS,BAHAMAS,North America,New Providence Island,Nassau,Snorkeling,Johnny Stoch,male,15,Lacerations to left leg,non-fatal,unknown,unknown,"ABC, 8/11/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.07-Stoch.pdf,m_108,-77.34075,25.07744,matched,Bahamas,8,3
108,108,2017.11.25.R,Reported 25-Nov-2017,7/25/17,summer,2017,1,Sea Disaster,LIBYA,LIBYA,Africa,unknown, Gars Garabulli,2 boats capsized,31 migrants,unknown,unknown,FATAL,fatal,unknown,Some drowned but other may have been killed by blue sharks,"TG Com 24, 11/25/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.11.25.R-Libya.pdf,m_109,13.7033,32.7442,matched,Libya,7,3
109,109,2017.07.11,11-Jul-17,7/11/17,summer,2017,1,Boating,USA,USA,North America,California,"Santa Cruz, Santa Cruz County",Kayaking,Steve Lawson,male,unknown,"No injury, kayak bitten",non-fatal,11h00,White shark,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.11-Lawson.pdf,m_110,-122.001609,37.0562358,matched,USA,7,3
110,110,2018.06.25,25-Jun-18,6/25/18,summer,2018,1,Boating,USA,USA,North America,California,"Oceanside, San Diego County",Paddling,Julie Wolfe,female,57,"No injury to occupant, outrigger canoe and paddle damaged",non-fatal,18h00,White shark,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.25-Wolfe.pdf,m_111,-116.7564106,33.0338985,matched,USA,6,3
111,111,2018.06.18,18-Jun-18,6/18/18,summer,2018,1,Unprovoked,USA,USA,North America,Georgia,"St. Simon Island, Glynn County",Standing,Adyson McNeely ,female,11,Minor injury to left thigh,non-fatal,14h00  -15h00,unknown,"K.McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.18-McNeely.pdf,m_112,-81.39077,31.13521,matched,USA,6,3
112,112,2018.06.09,9-Jun-18,6/9/18,summer,2018,1,Invalid,USA,USA,North America,Hawaii,"Habush, Oahu",Surfing,John Denges,male,48,Injury to left lower leg from surfboard skeg,non-fatal,07h45,unknown,"K.McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.09-Denges.pdf,m_113,-157.96667,21.43333,matched,USA,6,3
113,113,2018.06.08,8-Jun-18,6/8/18,summer,2018,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,Arrawarra Headland,Surfing,male,male,unknown,Minor injury to lower leg,non-fatal,unknown,2 m shark,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.08-Arrawarra.pdf,m_114,153.20017,-30.06277,matched,Australia,6,3
114,114,2018.06.04,4-Jun-18,6/4/18,summer,2018,1,Provoked,MEXICO,MEXICO,North America,Colima,La Ticla,Free diving,Gustavo Ramos ,male,unknown,Lacerations to leg & hand shark PROVOKED INCIDENT,non-fatal,unknown,"Tiger shark, 3m",A .Kipper,http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.04-Ramos.pdf,m_115,-104.11413,19.13072597,matched,Mexico,6,3
115,115,2018.06.03.b,3-Jun-18,6/3/18,summer,2018,1,Unprovoked,AUSTRALIA,AUSTRALIA,Oceania,New South Wales,"Flat Rock, Ballina",Kite surfing,Chris  ,male,unknown,"No injury, board bitten",non-fatal,unknown,unknown,"Daily Telegraph, 6/4/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.03.b-FlatRock.pdf,m_116,153.55496,-28.86792,matched,Australia,6,3
116,116,2018.06.03.a,3-Jun-18,6/3/18,summer,2018,1,Unprovoked,BRAZIL,BRAZIL,South America,Pernambuco,"Piedade Beach, Recife",Swimming,Jose Ernesto da Silva ,male,18,FATAL,fatal,Late afternoon,Tiger shark,"Diario de Pernambuco, 6/4/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.06.03.a-daSilva.pdf,m_117,-34.91667,-8.18333,matched,Brazil,6,3
117,117,2018.05.27,27-May-18,5/27/18,spring,2018,1,Unprovoked,USA,USA,North America,Florida,"Lighhouse Point Park, Ponce Inlet, Volusia County",Fishing,male,male,52,Minor injury to foot. PROVOKED INCIDENT,non-fatal,unknown,"Lemon shark, 3'","K. McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.27-Ponce.pdf,m_118,-81.16204091,29.04750799,matched,USA,5,2
118,118,2018.05.26.b,26-May-18,5/26/18,spring,2018,1,Unprovoked,USA,USA,North America,Florida,"Cocoa Beach, Brevard  County",Walking,Cody High,male,15,Lower left leg bitten,non-fatal,17h00,"Bull shark, 6'","K.McMurray, TrackingSharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.26.b-High.pdf,m_119,-80.73235645,28.29348389,matched,USA,5,2
119,119,2016.03.31,31-Mar-16,3/31/16,spring,2016,1,Unprovoked,USA,USA,North America,Hawaii,"Olowalu, Maui",Snorkeling,J. Orr,female,46,Minor injury to left foot,non-fatal,11h00,unknown,"Maui Now, 3/31/2016",http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.31-Orr.pdf,m_120,-156.62524,20.81398,matched,USA,3,2
120,120,2018.05.26.a,26-May-18,5/26/18,spring,2018,1,Unprovoked,USA,USA,North America,Florida,"Daytona Beach, Volusia County",Standing,male,male,12,Minor injury to foot,non-fatal,14h00,unknown,"K. McMurray, Tracking Sharks.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.26.a-DaytonaBeach.pdf,m_121,-81.056661,29.178618,matched,USA,5,2
121,121,2018.05.24,24-May-18,5/24/18,spring,2018,1,Provoked,AUSTRALIA,AUSTRALIA,Oceania,Queensland,Cairns Aquarium,Feeding sharks,male,male,32,Minor bite to hand by captive shark. PROVOKED INCIDENT,non-fatal,Morning,Grey reef shark,"ABC.net.au ,05/24/2018",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.24-CairnsAquarium.pdf,m_122,145.77362,-16.9186,matched,Australia,5,2
122,122,2018.05.21,21-May-18,5/21/18,spring,2018,1,Unprovoked,USA,USA,North America,South Carolina,"Isle of Palms,  Charleston County",Boogie boarding,Trey de Boer,male,10,Injuries to lower right leg and foot,non-fatal,unknown,unknown,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2018.05.21-deBoer.pdf,m_123,-79.95863215,32.83276221,matched,USA,5,2
